schema_name,table_name,column_name,data_type,column_comment,include_in_training,exclude_reason
public,layer_reservoir_provincial_label,id,integer,主键ID,yes,
public,layer_reservoir_provincial_合并,geom,"geometry(MultiPolygon,4326)",空间几何数据,yes,
public,layer_reservoir_provincial_合并,cc,character varying(8),行政区划编码,yes,
public,layer_reservoir_provincial_合并,gb,character varying(16),国标编码,yes,
public,layer_reservoir_provincial_合并,bas,character varying(16),流域编码,yes,
public,layer_reservoir_provincial_合并,name,character varying(64),名称,yes,
public,layer_reservoir_provincial_合并,period,character varying(16),时期/阶段,yes,
public,layer_reservoir_provincial_合并,type,character varying(32),类型,yes,
public,layer_reservoir_provincial_合并,wq,character varying(8),水质类别,yes,
public,layer_reservoir_provincial_合并,aheight,double precision,坝高,yes,
public,layer_reservoir_provincial_合并,parea,double precision,永久占地面积,yes,
public,layer_reservoir_provincial_合并,ec,character varying(16),生态分区编码,yes,
public,layer_reservoir_provincial_合并,grade,character varying(8),等级/级别,yes,
public,layer_reservoir_provincial_合并,length,double precision,长度,yes,
public,layer_reservoir_provincial_合并,mheight,double precision,最大坝高,yes,
public,layer_reservoir_provincial_合并,sdtf,character varying(4),水系特征码,yes,
public,layer_reservoir_provincial_合并,shrc,character varying(64),所属河湖编码,yes,
public,layer_reservoir_provincial_合并,vol,double precision,库容,yes,
public,layer_reservoir_provincial_合并,featid,character varying(16),要素唯一标识,yes,
public,layer_reservoir_provincial_合并,areacode,bigint,行政区划代码,yes,
public,layer_reservoir_provincial_合并,changetype,integer,变更类型,yes,
public,layer_reservoir_provincial_合并,id,integer,主键ID,yes,
public,layer_river_provincial,geom,"geometry(MultiLineString,4326)",空间几何数据,yes,
public,layer_river_provincial,cc,character varying(8),行政区划编码,yes,
public,layer_river_provincial,gb,character varying(16),国标编码,yes,
public,layer_river_provincial,bas,character varying(16),流域编码,yes,
public,layer_river_provincial,type,character varying(32),类型,yes,
public,layer_river_provincial,ec,character varying(16),生态分区编码,yes,
public,layer_river_provincial,grade,character varying(8),等级/级别,yes,
public,layer_river_provincial,length,double precision,长度,yes,
public,layer_river_provincial,period,character varying(16),时期/阶段,yes,
public,layer_river_provincial,shrc,character varying(64),所属河湖编码,yes,
public,layer_river_provincial,sdtf,character varying(4),水系特征码,yes,
public,layer_river_provincial,width,double precision,宽度,yes,
public,layer_river_provincial,featid,character varying(16),要素唯一标识,yes,
public,layer_river_provincial,areacode,bigint,行政区划代码,yes,
public,layer_river_provincial,name,character varying(64),名称,yes,
public,layer_river_provincial,changetype,integer,变更类型,yes,
public,layer_river_provincial,id,integer,主键ID,yes,
public,layer_section,id,integer,主键ID,yes,
public,layer_section,x,double precision,X坐标,yes,
public,layer_section,y,double precision,Y坐标,yes,
public,layer_section,name,character varying,名称,yes,
public,layer_section,code,character varying,编码,yes,
public,layer_section,geom,"geometry(Point,4326)",空间几何数据,yes,
public,layer_watershed,id,integer,主键ID,yes,
public,layer_watershed,name,character varying,名称,yes,
public,layer_watershed,code,character varying,编码,yes,
public,layer_watershed,geom,"geometry(MultiLineString,4326)",空间几何数据,yes,
public,metadata_view,code,character varying(255),编码,yes,
public,metadata_view,parent_id,character varying(255),父级ID,yes,
public,metadata_view,name,character varying(255),关键字或文件名(不含后缀),yes,
public,metadata_view,aliasname,character varying(255),别名,yes,
public,metadata_view,type,character varying(255),类型,yes,
public,metadata_view,LayerName,character varying(255),图层名称,yes,
public,metadata_view,LayerType,character varying(255),图层类型,yes,
public,metadata_view,create_date,timestamp without time zone,创建时间,yes,
public,metadata_view,table_name,character varying(21),表名,yes,
public,min_value_setting,id,bigint,主键id,yes,
public,min_value_setting,indicator_code,character varying(100),监测指标编号,yes,
public,min_value_setting,value,double precision,最低检出限（mg/L）,yes,
public,min_value_setting,create_by,bigint,创建人,yes,
public,min_value_setting,create_time,timestamp without time zone,创建时间,yes,
public,min_value_setting,update_by,bigint,更新人,yes,
public,min_value_setting,update_time,timestamp without time zone,更新时间,yes,
public,min_value_setting,del_flag,character(1),删除标记：0 未删除、1 已删除,yes,
public,rs_enterprise_info_lsg,id,bigint,主键id,yes,
public,rs_enterprise_info_lsg,name,character varying(100),磷石膏库名称,yes,
public,rs_enterprise_info_lsg,mine_name,character varying(100),矿山名称,yes,
public,rs_enterprise_info_lsg,enterprise,character varying(100),所属企业,yes,
public,rs_enterprise_info_lsg,city,character varying(32),市,yes,
public,rs_enterprise_info_lsg,county,character varying(32),县,yes,
public,rs_enterprise_info_lsg,address,character varying(255),污染源地址,yes,
public,rs_enterprise_info_lsg,region_code,character varying(32),行政区编码,yes,
public,rs_enterprise_info_lsg,region_name,character varying(32),行政区名称,yes,
public,rs_enterprise_info_lsg,out_type,character varying(32),排渣方式,yes,
public,rs_enterprise_info_lsg,design_storage,double precision,设计库容（单位：万立方米）,yes,
public,rs_enterprise_info_lsg,existed_storage,double precision,现有堆量（单位：万立方米）,yes,
public,rs_enterprise_info_lsg,floor_area,double precision,占地面积（单位平方公里）,yes,
public,rs_enterprise_info_lsg,product_status,character varying(32),目前生产情况,yes,
public,rs_enterprise_info_lsg,lon,double precision,经度,yes,
public,rs_enterprise_info_lsg,lat,double precision,纬度,yes,
public,rs_enterprise_info_lsg,create_by,bigint,创建人,yes,
public,rs_enterprise_info_lsg,create_time,timestamp without time zone,创建时间,yes,
public,rs_enterprise_info_lsg,update_by,bigint,更新人,yes,
public,rs_enterprise_info_lsg,update_time,timestamp without time zone,更新时间,yes,
public,rs_enterprise_info_lsg,del_flag,character(1),删除标记,yes,
public,rs_enterprise_info_lsg,product_capacity,double precision,磷酸产能（万吨/年）,yes,
public,rs_enterprise_info_wade,id,bigint,主键id,yes,
public,rs_enterprise_info_wade,name,character varying(100),污染源名称,yes,
public,rs_enterprise_info_wade,address,character varying(255),污染源地址,yes,
public,rs_enterprise_info_wade,region_code,character varying(32),行政区编码,yes,
public,rs_enterprise_info_wade,region_name,character varying(32),行政区名称,yes,
public,rs_enterprise_info_wade,liaison,character varying(32),环保联系人,yes,
public,rs_enterprise_info_wade,liaison_tel,character varying(100),环保联系人电话,yes,
public,rs_enterprise_info_wade,supervision_level,smallint,监管级别：0-一般、1-重点,yes,
public,rs_enterprise_info_wade,industry_type,character varying(32),行业类型,yes,
public,rs_enterprise_info_wade,lon,double precision,经度,yes,
public,rs_enterprise_info_wade,lat,double precision,纬度,yes,
public,rs_enterprise_info_wade,create_by,bigint,创建人,yes,
public,rs_enterprise_info_wade,create_time,timestamp without time zone,创建时间,yes,
public,rs_enterprise_info_wade,update_by,bigint,更新人,yes,
public,rs_enterprise_info_wade,update_time,timestamp without time zone,更新时间,yes,
public,rs_enterprise_info_wade,del_flag,character(1),删除标记,yes,
public,rs_industrial_info_yc,id,bigint,主键,yes,
public,rs_industrial_info_yc,name,character varying(255),名称,yes,
public,rs_industrial_info_yc,name_part,character varying(255),分园名称,yes,
public,rs_industrial_info_yc,region_code,character varying(20),行政区划编码,yes,
public,rs_industrial_info_yc,region_name,character varying(100),行政区名称,yes,
public,rs_industrial_info_yc,park_level,integer,园区级别：0-未知、1-国家级、2-省级、3-市级,yes,
public,rs_industrial_info_yc,lon,double precision,经度,yes,
public,rs_industrial_info_yc,lat,double precision,纬度,yes,
public,rs_industrial_info_yc,belong_watershed,character varying(255),所属流域,yes,
public,rs_industrial_info_yc,is_within_1km_yangtze_mainstream,character varying(255),是否在长江干流岸线一公里范围内,yes,
public,rs_industrial_info_yc,is_within_1km_yangtze_tributary,character varying(255),是否在长江重要支流岸线一公里范围内,yes,
public,rs_industrial_info_yc,important_tributary,character varying(255),所属重要支流,yes,
public,rs_industrial_info_yc,is_chemical_park,character varying(255),是否为化工园区,yes,
public,rs_industrial_info_yc,park_development_status,character varying(255),园区发展现状,yes,
public,rs_industrial_info_yc,leading_industry,text,主导产业,yes,
public,rs_industrial_info_yc,total_industrial_output_value_10k_yuan,character varying(255),调度期内工业总产值（万元）,yes,
public,rs_industrial_info_yc,industrial_value_added_10k_yuan,character varying(255),调度期内工业增加值（万元）,yes,
public,rs_industrial_info_yc,industrial_land_area_sqkm,character varying(255),工业用地面积（平方千米）,yes,
public,rs_industrial_info_yc,enterprises_above_designated_count,character varying(255),规上企业数量（个）,yes,
public,rs_industrial_info_yc,cumulative_investment_wastewater_treatment_10k_yuan,character varying(255),工业园区对污水集中处理设施累计投资（万元）,yes,
public,rs_industrial_info_yc,cumulative_investment_sewer_network_10k_yuan,character varying(255),工业园区对污水管网累计投资（万元）,yes,
public,rs_industrial_info_yc,sewer_network_length_km,character varying(255),污水管网长度（千米）,yes,
public,rs_industrial_info_yc,new_sewer_network_length_km,character varying(255),新增管网长度（千米）,yes,
public,rs_industrial_info_yc,park_drainage_status,character varying(255),工业园区排水现状,yes,
public,rs_industrial_info_yc,sewer_inspection_rectification_since_2020,text,2020年以来污水管网排查整治情况管网排查情况,yes,
public,rs_industrial_info_yc,sewer_inspection_length_km,character varying(255),管网排查长度（千米）,yes,
public,rs_industrial_info_yc,treatment_facility_name,character varying(255),污水处理设施名称,yes,
public,rs_industrial_info_yc,pollution_discharge_permit_code,character varying(255),排污许可证编码,yes,
public,rs_industrial_info_yc,treatment_facility_type,character varying(255),污水处理设施类型,yes,
public,rs_industrial_info_yc,treatment_cost_yuan_per_ton,character varying(255),吨水处理费用（元/吨）,yes,
public,rs_industrial_info_yc,is_industrial_wastewater_pipe_access_assessment,character varying(255),（排入城镇污水集中处理设施）是否开展园区工业废水纳管评估,yes,
public,rs_industrial_info_yc,designed_treatment_capacity_10k_tons_per_day,character varying(255),设计处理能力（万吨/日）,yes,
public,rs_industrial_info_yc,actual_treatment_volume_10k_tons,character varying(255),实际处理水量（万吨）,yes,
public,rs_industrial_info_yc,treatment_process_name,character varying(255),污水处理工艺名称,yes,
public,rs_industrial_info_yc,emission_standard,character varying(255),执行排放标准,yes,
public,rs_industrial_info_yc,designed_influent_cod_mg_l,character varying(255),设计进水浓度（COD）,yes,
public,rs_industrial_info_yc,designed_influent_ammonia_nitrogen_mg_l,character varying(255),设计进水浓度（氨氮）,yes,
public,rs_industrial_info_yc,influent_cod_daily_avg_mg_l,character varying(255),进水COD日均值（mg/L）,yes,
public,rs_industrial_info_yc,influent_ammonia_nitrogen_daily_avg_mg_l,character varying(255),进水氨氮日均值（mg/L）,yes,
